testEpochNo,personID,imagepath,correctLabel,outputValueLabel0,outputValueLabel1
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0495.png,0,-3.7955997,3.4036455
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0385.png,0,-3.61989,3.283112
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0112.png,0,-3.3507953,2.9314237
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0490.png,0,-3.6353395,3.2816458
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0294.png,1,0.45287102,-0.50437385
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0265.png,1,0.064086825,-0.1534101
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0088.png,1,1.3540672,-1.355867
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0043.png,0,-1.3252727,0.9891583
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0328.png,0,-0.3471219,0.49837822
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0231.png,0,-0.58700925,0.24159133
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0052.png,1,0.7693252,-0.9973618
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0322.png,0,-0.6318443,0.32671517
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0791.png,1,0.438293,-0.48207533
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0441.png,0,-3.5775247,3.30416
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0298.png,1,0.4380186,-0.4497319
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0624.png,0,-1.9278948,1.5854257
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0229.png,1,0.6695732,-0.6577456
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0186.png,0,-0.55726236,0.5147756
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0108.png,0,-3.372525,2.9883795
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0145.png,0,-1.0564514,0.7060075
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0429.png,0,-3.710294,3.408934
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0413.png,0,-2.5798094,2.3602982
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0092.png,0,-4.08763,3.7086744
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0430.png,1,1.430752,-1.4108895
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0060.png,1,1.3773334,-1.518006
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0136.png,0,-3.342951,2.9778934
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0151.png,1,0.24946651,-0.3642801
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0317.png,0,-0.39253202,0.25360858
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0113.png,0,-3.334026,2.894177
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0510.png,0,-3.3951359,2.984147
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0382.png,1,0.74257684,-0.7063112
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0218.png,0,0.09787068,0.15821373
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0294.png,1,0.34459132,-0.4098132
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0283.png,0,-0.9764899,0.67658275
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0264.png,0,-0.28611812,0.23983872
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0132.png,1,0.25794494,-0.22731581
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0117.png,1,0.33282787,-0.37526077
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0801.png,1,0.35557857,-0.23610716
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0240.png,0,-1.0888343,0.6570757
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0251.png,1,0.112683125,-0.18159404
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0095.png,0,-4.157666,3.7740297
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0302.png,0,-0.6989911,0.0993889
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0208.png,0,-1.8210388,1.5758744
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0298.png,0,-0.67271066,0.58966035
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0077.png,0,-3.0153613,2.7359056
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0636.png,0,-1.9935234,1.6515453
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0276.png,1,0.026492272,-0.12925088
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0449.png,1,2.1138573,-2.118225
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0457.png,0,-3.2985966,3.0303578
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0277.png,1,0.46291816,-0.43880892
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0315.png,0,-3.1471117,2.8157458
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0081.png,0,-3.7059255,3.2916408
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0116.png,1,0.48084337,-0.4960068
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0348.png,1,0.056274023,-0.23895398
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0483.png,1,0.51072115,-0.43685874
0,k,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/k0199.png,1,-0.19105905,-0.31404015
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0415.png,0,-2.6065857,2.4802475
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0399.png,1,2.0810552,-1.8704104
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0453.png,0,-3.5678084,3.2463665
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0641.png,0,-2.5475843,2.2612638
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0461.png,1,1.340659,-1.3133926
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0393.png,1,1.6911639,-1.6285188
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0334.png,0,-2.6356752,2.3096051
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0078.png,0,-2.9933553,2.6745362
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0003.png,0,-1.6689273,1.4319679
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0519.png,1,0.903892,-0.8550179
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0245.png,1,0.52472705,-0.58919555
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0486.png,0,-2.5946229,2.302258
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0269.png,1,0.46622378,-0.4388268
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n1060.png,1,0.010572746,-0.14149351
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0441.png,1,1.9977812,-1.9692327
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0363.png,0,-3.3739557,3.0605426
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0442.png,1,2.4756916,-2.2898269
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0476.png,1,0.6821115,-0.6404916
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0364.png,0,-2.8342152,2.5148768
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0102.png,0,-0.74850833,0.61413217
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0511.png,0,-3.125983,2.7112508
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0288.png,0,-2.960612,2.6441917
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0845.png,1,0.26879478,-0.22300139
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0286.png,0,-2.573225,2.3216357
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0287.png,1,0.26939246,-0.25514525
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0577.png,0,-3.0322027,2.6142788
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0507.png,0,-3.3366315,2.9151583
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0552.png,0,-2.2279482,1.8754295
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0610.png,0,-2.0531282,1.7638496
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0339.png,0,-0.11404169,0.03325364
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0253.png,1,0.2546859,0.005708307
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0264.png,1,0.25246406,-0.32887223
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0576.png,0,-3.160818,2.7447906
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0084.png,1,1.3173746,-1.3037758
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0671.png,1,0.41146594,-0.49829537
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0001.png,1,0.39758566,-0.55443776
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0096.png,1,0.21184736,-0.31055215
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0457.png,1,1.4929124,-1.4614372
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0027.png,0,-1.8776661,1.6287103
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0352.png,1,2.5147796,-2.4276962
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0513.png,0,-3.1952543,2.8039966
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0450.png,1,1.6899335,-1.6615288
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0249.png,1,0.7266176,-0.8055449
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0233.png,0,-0.47325438,0.112519115
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0670.png,1,0.027564168,-0.1128958
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0314.png,1,1.2471108,-1.1853329
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0094.png,0,-4.0205007,3.6243296
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0246.png,1,0.26610762,-0.32825348
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0578.png,0,-3.2641547,2.852367
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0335.png,0,-1.6939268,1.3919939
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0547.png,0,-2.662497,2.2668142
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0347.png,1,-0.0023480877,-0.15061587
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0392.png,0,-3.3832026,3.120843
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0479.png,0,-2.5738842,2.4145956
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0463.png,0,-2.717838,2.540824
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0241.png,1,0.3050177,-0.2654248
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0219.png,0,-0.47562397,0.1889574
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0280.png,0,-0.7887337,0.4832853
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0349.png,1,0.47493657,-0.38981187
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0790.png,1,1.0115998,-0.84609383
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0426.png,0,-3.8760226,3.5823421
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0319.png,1,1.8150733,-1.8038642
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0050.png,1,-0.13600242,-0.14017701
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0138.png,0,-3.3615272,3.0194063
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0235.png,0,-0.7523261,0.37621105
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0324.png,0,-2.4695892,2.2744226
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0350.png,0,-2.4941428,2.357274
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0386.png,0,-3.735558,3.3748512
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0451.png,1,0.48494482,-0.5359426
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0127.png,1,0.6828956,-0.7368139
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0150.png,0,-0.30390283,-0.20337641
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0351.png,1,1.5160304,-1.5002934
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0342.png,0,-3.0385246,2.6863074
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0456.png,0,-3.2278721,2.9510255
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0485.png,0,-2.5789704,2.4665866
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0018.png,1,1.1408538,-1.2311518
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0019.png,0,-1.5457419,1.3147911
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0101.png,1,0.66882217,-0.8520277
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0787.png,1,0.23888686,-0.21823582
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0553.png,0,-2.5311677,2.2183495
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0630.png,0,-2.0097537,1.6488041
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0072.png,1,0.29233152,-0.46271473
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0333.png,1,2.6930199,-2.5795665
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0195.png,1,0.75150114,-0.82452327
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0514.png,0,-3.113909,2.7451572
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0287.png,0,-1.0447724,1.0619806
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0456.png,1,1.0724678,-1.0391235
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0046.png,1,0.58640695,-0.65058917
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0310.png,0,-2.6909072,2.4390259
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0479.png,1,1.1030117,-1.1209347
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0318.png,1,1.0471623,-0.9399629
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0438.png,0,-3.5775886,3.3020525
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0450.png,1,1.0280687,-0.9847732
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0134.png,0,-3.3812113,3.0156941
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0178.png,1,1.0710825,-1.0525708
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0403.png,0,-3.916153,3.627431
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0411.png,1,1.3025131,-1.3113263
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0627.png,0,-1.8540545,1.5004412
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0128.png,1,1.0332443,-1.0337002
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n1016.png,1,0.19272125,-0.15591946
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0773.png,1,0.6845857,-0.5030873
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0776.png,1,0.40927076,-0.19849056
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0231.png,1,0.15519048,-0.11708759
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0054.png,0,-1.4597728,1.1548046
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0366.png,0,-0.0744124,0.0856235
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0344.png,0,-2.7934859,2.4789228
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0450.png,0,-3.4986377,3.1647034
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0340.png,0,-2.4723403,2.1764617
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0271.png,0,-0.46367407,0.23638976
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0474.png,1,0.81100225,-0.8114798
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0458.png,1,0.92635965,-0.891521
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0023.png,1,1.1110344,-1.2167207
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0320.png,0,-0.43899506,0.41642058
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0140.png,1,0.0007245615,-0.2314283
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0483.png,0,-2.4158888,2.2464008
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0516.png,1,1.3752577,-1.396626
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0205.png,1,0.047322024,-0.043515325
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0258.png,1,-0.14572239,-0.23153694
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0539.png,0,-1.9828472,1.6705128
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0289.png,0,-1.4600548,1.279364
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0313.png,0,-0.038945682,-0.038856506
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0330.png,0,-3.6394522,3.2469974
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0167.png,1,2.4515378,-2.2735999
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0021.png,0,-1.6382319,1.4638897
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0561.png,0,-3.1168551,2.7267828
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0260.png,0,-0.07690265,-0.023473442
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0251.png,1,0.11412188,-0.4507569
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0337.png,0,-1.4815722,1.4739432
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0432.png,1,1.6842977,-1.619261
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0309.png,0,-3.137121,2.7599216
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n1104.png,1,0.11336498,0.037696004
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0261.png,1,0.7080969,-0.71707845
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0636.png,1,0.24724695,-0.20973071
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0122.png,1,1.5014135,-1.5017307
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0601.png,0,-2.589152,2.2739043
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0420.png,1,1.7482173,-1.6853489
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0041.png,1,0.102440946,-0.33000025
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0132.png,1,0.73007035,-0.7669618
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0372.png,0,-2.6368768,2.3293948
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0322.png,1,1.1764952,-1.1019299
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0330.png,1,1.7789593,-1.7531393
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0709.png,1,0.53493994,-0.4378266
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0580.png,1,0.49393588,-0.31861308
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0617.png,0,-2.1927106,1.9017917
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0321.png,0,-0.72213024,0.7679609
0,n,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/n0244.png,1,0.19269608,-0.18121721
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0323.png,1,0.3710193,-0.41126353
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0214.png,1,1.3602808,-1.3721737
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0276.png,0,-0.0519144,-0.03860119
0,K,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/K0111.png,0,-3.4918852,3.0998068
0,c,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Non Drowsy/c0061.png,1,0.8397597,-0.8660511
0,N,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/N0371.png,0,-0.40240043,0.32019943
0,C,/content/drive/MyDrive/newdata/Driver Drowsiness Dataset (DDD)/Drowsy/C0288.png,0,-0.9076996,0.921646
